Unnamed: 0,Unnamed: 1,Unnamed: 2,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue,regulation,EnsemblID,GeneSymbol,GeneSymbol_upper,MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability),MouseGeneID_clean,is_mitochondrial,pathway_categories
ENSMUSG00000021906,ENSMUSG00000021906,Oxnad1,483.6158413,-1.161962925,0.198717819,-5.847301127,5e-09,8.2e-08,"8,301366622",down,ENSMUSG00000021906,Oxnad1,OXNAD1,218885.0,92106.0,Oxnad1,2410002F01Rik|AW492292|BC019806,oxidoreductase NAD-binding domain containing 1,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog, mito protein domain, coexpression++, MS/MS++",Matrix,0,Tmito,20.4507,0.004,1.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog, mito protein domain, coexpression++, MS/MS++",ENSMUSG00000021906,Q8VE38,311.0,3.0,SharedDomain,44.0,,HomologMitoLowConf,NoHomolog,50-75pure,chr14,32085727.0,32103203.0,10.0,20.0,87.0,892000000.0,55.0,"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.2,,,7.5,,7.6,8.4,,8.0,7.6,8.3,7.5,8.3,7.0,Nucleoplasm (Approved),218885,True,[]
ENSMUSG00000022013,ENSMUSG00000022013,Dnajc15,986.6608556,-0.594931734,0.165178715,-3.601745733,0.000316087,0.001328254,"3,500192753",down,ENSMUSG00000022013,Dnajc15,DNAJC15,66148.0,29103.0,Dnajc15,1110003P16Rik|Dnaj|Dnajd1,DnaJ heat shock protein family (Hsp40) member C15,MitoCarta3.0,"GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",Tmito,14.3646,0.007,1.0,"GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+",ENSMUSG00000022013,Q78YY6,149.0,,SharedDomain,29.0,3.03,HomologMitoLowConf,NoHomolog,75-100ambig,chr14,77826216.0,77874917.0,8.0,10.0,47.0,865000000.0,78.0,"cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis",6.9,,,7.3,,5.7,,,7.6,7.6,4.7,,7.5,8.9,,66148,True,[]
ENSMUSG00000022051,ENSMUSG00000022051,Bnip3l,2522.239344,0.702889258,0.138949171,5.058607072,4.22e-07,4.3e-06,"6,374347977",up,ENSMUSG00000022051,Bnip3l,BNIP3L,12177.0,665.0,Bnip3l,C86132|D14Ertd719|D14Ertd719e|N|Nip3L|Nix,BCL2/adenovirus E1B interacting protein 3-like,MitoCarta3.0,"literature, mito protein domain+, coexpression",MOM,Mitochondrial dynamics and surveillance > Apoptosis,Tmito,1.8462,0.193,1.0,"literature, mito protein domain+, coexpression",ENSMUSG00000022051,Q9Z2F7,218.0,,MitoDomain,5.0,,NoMitoHomolog,NoHomolog,,chr14,66985239.0,67008877.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported),12177,True,[]
ENSMUSG00000022186,ENSMUSG00000022186,Oxct1,7985.500304,-1.05693272,0.246088546,-4.294928542,1.75e-05,0.000110994,"4,757583773",down,ENSMUSG00000022186,Oxct1,OXCT1,67041.0,5019.0,Oxct1,2610008O03Rik|Oxct|Oxct2a|Sco|Scot-s,3-oxoacid CoA transferase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism,Tmito,29.2236,0.005,1.0,"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000022186,Q9D0K2,520.0,1.0,SharedDomain,43.0,2.92,NoMitoHomolog,NoHomolog,75-100pure,chr15,4026427.0,4155344.0,13.0,43.0,3227.0,131000000000.0,77.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.9,9.5,9.4,9.2,10.4,,10.3,9.0,10.2,10.1,9.7,10.5,9.9,8.6,Mitochondria (Enhanced),67041,True,[]
ENSMUSG00000022551,ENSMUSG00000022551,Cyc1,8979.903383,-0.709070991,0.183984334,-3.853974827,0.000116216,0.000563726,"3,934735761",down,ENSMUSG00000022551,Cyc1,CYC1,66445.0,1537.0,Cyc1,2610002H19Rik|AA408921|Cyct1,cytochrome c-1,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,Tmito,44.1268,0.0,1.0,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000022551,Q9D0M3,325.0,2.0,MitoDomain,49.0,1.24,OrthologMitoHighConf,Ortholog,50-75pure,chr15,76343522.0,76345934.0,14.0,19.0,2616.0,205000000000.0,50.0,all 14,10.3,10.1,10.4,10.2,10.2,10.0,10.4,9.8,10.1,10.2,10.2,10.0,10.0,9.8,Mitochondria (Supported),66445,True,"['Transporters', 'Complex I', 'Complex III', 'Complex II']"
ENSMUSG00000022890,ENSMUSG00000022890,Atp5j,5292.481834,-0.704312767,0.182997959,-3.848746573,0.000118724,0.000573972,"3,925462378",down,ENSMUSG00000022890,Atp5j,ATP5J,11957.0,522.0,Atp5j,Atp5pf|CF6,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",MitoCarta3.0,"literature, APEX_IMS, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,29.4195,0.006,1.0,"literature, APEX_IMS, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000022890,P97450,108.0,2.0,MitoDomain,46.0,0.84,NoMitoHomolog,NoHomolog,50-75pure,chr16,84827870.0,84835574.0,14.0,15.0,373.0,41000000000.0,67.0,all 14,9.3,9.2,9.3,8.7,10.0,9.6,8.9,8.9,9.7,9.9,9.2,9.0,9.2,9.2,Mitochondria (Supported),11957,True,['Complex V']
ENSMUSG00000023020,ENSMUSG00000023020,Cox14,1186.259952,-0.643886396,0.148094079,-4.347819981,1.37e-05,9.01e-05,"4,861705559",down,ENSMUSG00000023020,Cox14,COX14,66379.0,84987.0,Cox14,2310016M24Rik|AA959804,cytochrome c oxidase assembly protein 14,MitoCarta3.0,"literature, GFP, mito protein domain+, induction, coexpression++, MS/MS+",MIM,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,21.3883,0.004,1.0,"literature, GFP, mito protein domain+, induction, coexpression++, MS/MS+",ENSMUSG00000023020,Q8BH51,57.0,,MitoDomain,48.0,1.13,NoMitoHomolog,NoHomolog,75-100ambig,chr15,99725617.0,99728136.0,8.0,6.0,30.0,1790000000.0,81.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, smallintestine, testis",8.3,7.4,7.6,6.1,8.3,,7.5,,,9.0,,,,8.3,Mitochondria (Supported),66379,True,"['Complex IV', 'Complex I', 'Translation factors']"
ENSMUSG00000023087,ENSMUSG00000023087,Noct,1656.454076,-1.445666387,0.314467769,-4.597184599,4.28e-06,3.32e-05,"5,368314614",down,ENSMUSG00000023087,Noct,NOCT,12457.0,25819.0,Noct,AU043840|Ccr|Ccr4|Ccrn4l,nocturnin,MitoCarta3.0,"literature,targetP signal, mito protein domain",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Tnon_mito,-0.745,0.373,0.0,"targetP signal, mito protein domain",ENSMUSG00000023087,O35710,429.0,2.0,SharedDomain,0.0,,NoMitoHomolog,NoHomolog,,chr3,51224446.0,51251654.0,,,,,,,,,,,,,,,,,,,,,Nuclear bodies (Supported),12457,True,[]
ENSMUSG00000023094,ENSMUSG00000023094,Msrb2,289.3534799,-0.730072105,0.174562889,-4.182287028,2.89e-05,0.000170248,"4,539716752",down,ENSMUSG00000023094,Msrb2,MSRB2,76467.0,22921.0,Msrb2,2310050L06Rik|Mrsb|Ms|Msrb|Pilb,methionine sulfoxide reductase B2,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,Tmito,22.2126,0.005,1.0,"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++",ENSMUSG00000023094,Q78J03,175.0,1.0,SharedDomain,7.0,0.38,OrthologMitoLowConf,NoHomolog,50-75pure,chr2,19371635.0,19394971.0,13.0,12.0,154.0,2280000000.0,60.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.5,8.3,8.7,8.3,8.5,7.6,8.0,7.7,8.3,,8.0,7.9,7.9,7.7,,76467,True,[]
ENSMUSG00000024099,ENSMUSG00000024099,Ndufv2,6101.946959,-0.50196187,0.155259714,-3.233046476,0.001224776,0.004230183,"2,911943207",down,ENSMUSG00000024099,Ndufv2,NDUFV2,72900.0,4729.0,Ndufv2,2900010C23Rik,NADH:ubiquinone oxidoreductase core subunit V2,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,Tmito,32.8664,0.0,1.0,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression++, MS/MS++",ENSMUSG00000024099,Q9D6J6,248.0,1.0,,47.0,1.84,NoMitoHomolog,Ortholog,75-100pure,chr17,66078794.0,66101559.0,14.0,20.0,970.0,93500000000.0,89.0,all 14,10.1,10.0,10.0,10.0,9.9,9.5,10.0,9.3,9.8,9.5,9.9,9.7,9.5,9.2,Mitochondria (Supported),72900,True,['Complex I']
ENSMUSG00000024181,ENSMUSG00000024181,Mrpl28,825.7737069,-0.691249355,0.154783803,-4.465902394,7.97e-06,5.64e-05,"5,098367577",down,ENSMUSG00000024181,Mrpl28,MRPL28,68611.0,10573.0,Mrpl28,1110015G04Rik|L28mt|MAA|MAAT1|MRP-L28|p1|p15,mitochondrial ribosomal protein L28,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,31.6373,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000024181,Q9D1B9,257.0,2.0,SharedDomain,28.0,,OrthologMitoHighConf,Ortholog,75-100pure,chr17,26123502.0,26126613.0,12.0,27.0,158.0,2910000000.0,89.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.6,7.9,7.9,,8.0,7.7,,8.5,8.5,8.8,7.7,8.9,8.4,Mitochondria (Supported),68611,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000024592,ENSMUSG00000024592,C330018D20Rik,325.3496383,-0.577575793,0.152141238,-3.796313216,0.000146864,0.000689048,"3,833084873",down,ENSMUSG00000024592,C330018D20Rik,C330018D20RIK,77422.0,401207.0,C330018D20Rik,AU018666,RIKEN cDNA C330018D20 gene,MitoCarta3.0,"targetP signal, coexpression+, MS/MS",Matrix,0,Tpossible_mito,11.0732,0.018,1.0,"targetP signal, coexpression+, MS/MS",ENSMUSG00000024592,Q9CWB7,115.0,2.0,,38.0,,NoMitoHomolog,NoHomolog,50-75ambig,chr18,56955830.0,56975379.0,9.0,6.0,23.0,166000000.0,60.0,"cerebrum, cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, placenta, testis",7.2,7.3,,7.2,,7.2,7.0,7.1,7.5,,,,7.2,7.4,Mitochondria (Approved),77422,True,[]
ENSMUSG00000024782,ENSMUSG00000024782,Ak3,1953.342655,-0.70676545,0.148762018,-4.750980536,2.02e-06,1.72e-05,"5,693719504",down,ENSMUSG00000024782,Ak3,AK3,56248.0,50808.0,Ak3,AA407498|AI506714|AK-|AK-3|Ak3l|Ak3l1|Akl3l,adenylate kinase 3,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,24.0056,0.003,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000024782,Q9WTP7,227.0,3.0,SharedDomain,26.0,0.89,HomologMitoLowConf,Homolog,75-100pure,chr19,29020831.0,29047902.0,14.0,28.0,1015.0,102000000000.0,89.0,all 14,9.9,9.8,9.9,9.6,10.1,10.3,9.4,8.2,10.0,10.0,9.8,9.5,9.9,9.5,Mitochondria (Supported),56248,True,[]
ENSMUSG00000024963,ENSMUSG00000024963,Dnajc4,391.0278763,-0.526932788,0.13200296,-3.991825541,6.56e-05,0.000343005,"4,183317322",down,ENSMUSG00000024963,Dnajc4,DNAJC4,57431.0,3338.0,Dnajc4,Hsp|Hspf2|Mcg18,DnaJ heat shock protein family (Hsp40) member C4,MitoCarta3.0,"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression",Membrane,"Protein import, sorting and homeostasis > Protein homeostasis",Tmito,6.7454,0.04,1.0,"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000024963,Q9D844,244.0,3.0,SharedDomain,12.0,,NoMitoHomolog,Homolog,0-25crude,chr19,6987910.0,6992272.0,1.0,4.0,4.0,7360000.0,22.0,largeintestine,,,,,,,,,,,6.9,,,,,57431,True,[]
ENSMUSG00000025007,ENSMUSG00000025007,Aldh18a1,93.24777325,-1.123731406,0.288076408,-3.900810248,9.59e-05,0.000475991,"4,018311494",down,ENSMUSG00000025007,Aldh18a1,ALDH18A1,56454.0,5832.0,Aldh18a1,2810433K04Rik|AI429789|Py|Pycs,"aldehyde dehydrogenase 18 family, member A1",MitoCarta3.0,"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Tmito,20.1283,0.004,1.0,"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000025007,Q9Z110,795.0,1.0,SharedDomain,5.0,,NoMitoHomolog,Ortholog,50-75pure,chr19,40550256.0,40588463.0,11.0,57.0,1281.0,47500000000.0,70.0,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.0,9.1,8.9,9.0,,,,7.7,8.2,10.4,9.6,8.7,10.1,8.8,Mitochondria (Supported),56454,True,[]
ENSMUSG00000025040,ENSMUSG00000025040,Fundc1,668.7691455,-0.600434688,0.167455388,-3.585639693,0.000336253,0.001399394,"3,473333897",down,ENSMUSG00000025040,Fundc1,FUNDC1,72018.0,139341.0,Fundc1,1500005J14Rik|1810033P05Rik,FUN14 domain containing 1,MitoCarta3.0,"yeast mito homolog, mito protein domain+, MS/MS",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,Tpossible_mito,7.4516,0.033,1.0,"yeast mito homolog, mito protein domain+, MS/MS",ENSMUSG00000025040,Q9DB70,155.0,,MitoDomain,3.0,,HomologMitoHighConf,NoHomolog,0-25pure,chrX,17556568.0,17572297.0,10.0,3.0,71.0,1400000000.0,23.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, testis",8.4,8.4,8.6,8.1,7.9,,,7.5,8.0,,8.0,7.5,,7.6,,72018,True,[]
ENSMUSG00000025140,ENSMUSG00000025140,Pycr1,103.721992,-0.810713138,0.221546164,-3.6593418,0.000252864,0.001095952,"3,597113188",down,ENSMUSG00000025140,Pycr1,PYCR1,209027.0,5831.0,Pycr1,P5CR 1|P5CR1,pyrroline-5-carboxylate reductase 1,MitoCarta3.0,"literature, mito protein domain, MS/MS",Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Tmito,0.0644,0.306,1.0,"literature, mito protein domain, MS/MS",ENSMUSG00000025140,Q922W5,309.0,,SharedDomain,,,NoMitoHomolog,NoHomolog,50-75ambig,chr11,120635711.0,120643670.0,9.0,12.0,72.0,3180000000.0,53.0,"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis",8.0,7.7,8.0,8.6,,,,,8.2,,8.3,8.1,9.1,8.9,,209027,True,[]
ENSMUSG00000025204,ENSMUSG00000025204,Ndufb8,5885.46876,-0.612673616,0.187539148,-3.266910527,0.00108728,0.003823614,"2,963658449",down,ENSMUSG00000025204,Ndufb8,NDUFB8,67264.0,4714.0,Ndufb8,2900010I05Rik|AI987932|CI-ASHI,NADH:ubiquinone oxidoreductase subunit B8,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,31.5065,0.0,1.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000025204,Q9D6J5,186.0,1.0,MitoDomain,47.0,1.43,NoMitoHomolog,NoHomolog,50-75pure,chr19,44550253.0,44555415.0,14.0,13.0,481.0,60600000000.0,67.0,all 14,9.8,9.6,9.9,9.6,9.8,9.4,9.7,9.5,9.6,9.4,9.8,9.6,9.3,9.3,Mitochondria (Approved),67264,True,['Complex I']
ENSMUSG00000025270,ENSMUSG00000025270,Alas2,232.8589055,1.399100292,0.263286744,5.313979231,1.07e-07,1.29e-06,"6,969574969",up,ENSMUSG00000025270,Alas2,ALAS2,11656.0,212.0,Alas2,A|ALAS|ALAS-E|ALASE|Al|Alas-2,"aminolevulinic acid synthase 2, erythroid",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression",Matrix,Metabolism > Metals and cofactors > Heme synthesis and processing,Tmito,14.5478,0.007,1.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression",ENSMUSG00000025270,P08680,587.0,4.0,MitoDomain,5.0,,OrthologMitoLowConf,Homolog,,chrX,150547416.0,150570622.0,,,,,,,,,,,,,,,,,,,,,,11656,True,[]
ENSMUSG00000025486,ENSMUSG00000025486,Sirt3,388.6026975,-0.83772882,0.202925604,-4.128255897,3.66e-05,0.000207608,"4,437082677",down,ENSMUSG00000025486,Sirt3,SIRT3,64384.0,23410.0,Sirt3,2310003L23Rik|AI848213|Si|Sir2l3,sirtuin 3,MitoCarta3.0,"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Signaling,Tmito,11.078,0.018,1.0,"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+",ENSMUSG00000025486,Q8R104,334.0,,SharedDomain,18.0,1.81,NoMitoHomolog,NoHomolog,25-50pure,chr7,140863662.0,140882309.0,13.0,11.0,80.0,776000000.0,38.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.5,7.7,8.1,8.0,8.4,7.9,,7.1,6.9,7.4,7.1,7.0,6.7,,64384,True,[]
ENSMUSG00000025777,ENSMUSG00000025777,Gdap1,801.4314801,-1.609095581,0.329625812,-4.881582464,1.05e-06,9.72e-06,"5,977827836",down,ENSMUSG00000025777,Gdap1,GDAP1,14545.0,54332.0,Gdap1,-,ganglioside-induced differentiation-associated-protein 1,MitoCarta3.0,"APEX_IMS, mito protein domain, MS/MS++",MOM,0,Tmito,3.7627,0.1,1.0,"APEX_IMS, mito protein domain, MS/MS++",ENSMUSG00000025777,O88741,358.0,,SharedDomain,1.0,,NoMitoHomolog,NoHomolog,50-75pure,chr1,17145372.0,17164270.0,4.0,19.0,173.0,5460000000.0,51.0,"cerebrum, cerebellum, brainstem, spinalcord",9.2,8.8,9.3,9.1,,,,,,,,,,,Mitochondria (Supported),14545,True,[]
ENSMUSG00000025815,ENSMUSG00000025815,Dhtkd1,111.5968077,0.914504209,0.259420352,3.525182985,0.00042319,0.001706,"3,373464234",up,ENSMUSG00000025815,Dhtkd1,DHTKD1,209692.0,55526.0,Dhtkd1,C330018I04Rik,dehydrogenase E1 and transketolase domain containing 1,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS",Matrix,Metabolism > Amino acid metabolism > Lysine metabolism,Tmito,22.8824,0.005,1.0,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS",ENSMUSG00000025815,A2ATU0,921.0,1.0,MitoDomain,,,OrthologMitoLowConf,Homolog,50-75ambig,chr2,5898059.0,5942792.0,6.0,41.0,217.0,5180000000.0,58.0,"cerebrum, kidney, liver, adipose, placenta, testis",6.9,,,,9.3,9.1,,,9.0,,,,8.2,8.7,Mitochondria (Supported),209692,True,[]
ENSMUSG00000025817,ENSMUSG00000025817,Nudt5,79.59314358,-0.926233383,0.208415987,-4.444157074,8.82e-06,6.2e-05,"5,054348653",down,ENSMUSG00000025817,Nudt5,NUDT5,53893.0,11164.0,Nudt5,-,nudix (nucleoside diphosphate linked moiety X)-type motif 5,MitoCarta3.0,"yeast mito homolog++, mito protein domain, coexpression",unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tnon_mito,5.9662,0.046,1.0,"yeast mito homolog++, mito protein domain, coexpression",ENSMUSG00000025817,Q9JKX6,218.0,,SharedDomain,6.0,,OrthologMitoHighConf,NoHomolog,,chr2,5845033.0,5868736.0,,,,,,,,,,,,,,,,,,,,,Vesicles (Approved),53893,True,[]
ENSMUSG00000025940,ENSMUSG00000025940,Tmem70,1535.72063,-0.555886992,0.15161784,-3.666369277,0.000246019,0.001069523,"3,609032073",down,ENSMUSG00000025940,Tmem70,TMEM70,70397.0,54968.0,Tmem70,1110020A09Rik|2210416J16Rik,transmembrane protein 70,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,22.7888,0.005,1.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS",ENSMUSG00000025940,Q921N7,254.0,1.0,MitoDomain,46.0,0.33,NoMitoHomolog,NoHomolog,0-25pure,chr1,16665190.0,16678275.0,13.0,5.0,78.0,918000000.0,13.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.7,8.3,7.6,,7.6,7.6,7.6,8.0,7.8,8.0,7.6,7.5,7.7,Mitochondria (Supported),70397,True,"['Complex I', 'Complex V']"
ENSMUSG00000025981,ENSMUSG00000025981,Coq10b,478.0755196,-1.316633212,0.176016383,-7.480174222,7.42e-14,3.36e-12,"13,12945479",down,ENSMUSG00000025981,Coq10b,COQ10B,67876.0,80219.0,Coq10b,1500041J02Rik|1700030I21Rik|9530077A17Rik|AV002237|AW742641,coenzyme Q10B,MitoCarta3.0,"GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,Tmito,22.0063,0.005,1.0,"GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS+",ENSMUSG00000025981,Q3THF9,242.0,2.0,MitoDomain,4.0,,OrthologMitoLowConf,Homolog,25-50pure,chr1,55052769.0,55072702.0,11.0,6.0,32.0,369000000.0,40.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta",7.3,7.0,7.6,6.5,,7.2,8.1,7.9,7.7,,7.0,7.3,6.8,,Cytosol (Approved),67876,True,[]
ENSMUSG00000026003,ENSMUSG00000026003,Acadl,8895.490756,0.606435873,0.120457166,5.034452436,4.79e-07,4.82e-06,"6,319468109",up,ENSMUSG00000026003,Acadl,ACADL,11363.0,33.0,Acadl,AA960361|AU018452|C79855|LC|LCAD,"acyl-Coenzyme A dehydrogenase, long-chain",MitoCarta3.0,"literature, targetP signal+, mito protein domain+, induction, coexpression+, MS/MS++",MIM,Metabolism > Lipid metabolism > Fatty acid oxidation,Tmito,27.6965,0.004,1.0,"literature, targetP signal+, mito protein domain+, induction, coexpression+, MS/MS++",ENSMUSG00000026003,P51174,430.0,1.0,MitoDomain,32.0,0.72,NoMitoHomolog,NoHomolog,50-75pure,chr1,66830838.0,66863309.0,14.0,35.0,2387.0,227000000000.0,63.0,all 14,9.1,8.5,9.1,9.4,10.5,10.3,10.9,10.0,10.3,10.2,9.8,10.4,10.1,10.0,,11363,True,[]
ENSMUSG00000026154,ENSMUSG00000026154,Sdhaf4,207.1917809,-0.780350911,0.22380231,-3.486786667,0.000488861,0.001927016,"3,310814478",down,ENSMUSG00000026154,Sdhaf4,SDHAF4,68002.0,135154.0,Sdhaf4,1110058L19Rik|1700001E18Rik|C6orf57,succinate dehydrogenase complex assembly factor 4,MitoCarta3.0,"targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS",Matrix,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,Tpossible_mito,41.3676,0.0,1.0,"targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS",ENSMUSG00000026154,Q8BTE0,104.0,1.0,MitoDomain,44.0,1.38,OrthologMitoHighConf,Ortholog,25-50ambig,chr1,23995938.0,24005640.0,2.0,4.0,10.0,148000000.0,38.0,"adipose, testis",,,,,,,,,8.0,,,,,7.7,Mitochondria (Approved),68002,True,"['Complex I', 'Complex II']"
